"year","word","value","company"
"2018","gains",2,"honda"
"2019","leave",-1,"honda"
"2019","looms",-1,"honda"
"2020","win",4,"honda"
"2020","favored",2,"honda"
"2023","accuses",-2,"honda"
"2014","justice",2,"toyota"
"2014","safety",1,"toyota"
"2014","defects",-3,"toyota"
"2014","limited",-1,"toyota"
"2014","limited",-1,"toyota"
"2014","trouble",-2,"toyota"
"2014","defect",-3,"toyota"
"2014","intact",2,"toyota"
"2015","top",2,"toyota"
"2015","arrested",-3,"toyota"
"2015","jailed",-2,"toyota"
"2015","resigns",-1,"toyota"
"2015","intelligent",2,"toyota"
"2015","drop",-1,"toyota"
"2015","expands",1,"toyota"
"2016","expands",1,"toyota"
"2016","stall",-2,"toyota"
"2017","warning",-3,"toyota"
"2017","demands",-1,"toyota"
"2017","clarity",2,"toyota"
"2018","accident",-2,"toyota"
"2019","support",2,"toyota"
"2019","shocks",-2,"toyota"
"2021","pay",-1,"toyota"
"2021","fine",2,"toyota"
"2021","clean",2,"toyota"
"2021","stop",-1,"toyota"
"2021","clean",2,"toyota"
"2021","critics",-2,"toyota"
"2021","delay",-1,"toyota"
"2021","hurt",-2,"toyota"
"2021","shortage",-2,"toyota"
"2021","cut",-1,"toyota"
"2021","shortage",-2,"toyota"
"2021","cut",-1,"toyota"
"2021","shortages",-2,"toyota"
"2021","lagging",-2,"toyota"
"2021","expand",1,"toyota"
"2022","stops",-1,"toyota"
"2022","shortage",-2,"toyota"
"2023","top",2,"toyota"
"2023","struggles",-2,"toyota"
"2023","fire",-2,"toyota"
"2023","risk",-2,"toyota"
"2014","join",1,"warnerB"
"2014","bitter",-2,"warnerB"
"2014","fight",-1,"warnerB"
"2014","shaky",-2,"warnerB"
"2014","cut",-1,"warnerB"
"2015","dispute",-2,"warnerB"
"2015","leave",-1,"warnerB"
"2016","fantastic",4,"warnerB"
"2016","promotes",1,"warnerB"
"2017","lawsuit",-2,"warnerB"
"2018","struggle",-2,"warnerB"
"2018","extends",1,"warnerB"
"2019","welcomes",2,"warnerB"
"2019","beloved",3,"warnerB"
"2019","risk",-2,"warnerB"
"2019","battle",-1,"warnerB"
"2020","fight",-1,"warnerB"
"2022","leave",-1,"warnerB"
"2022","free",1,"warnerB"
"2023","top",2,"warnerB"
