"year","company","debt_ratio","sector"
2014,"Warner Bros",1.66025574384032,"entertainment"
2014,"Tesla",1.1995474182267,"auto_manufactures"
2014,"Toyota",1.58663104507168,"auto_manufactures"
2014,"Netflix",1.35834136933462,"entertainment"
2014,"Meta",10.3271317829457,"internet_content"
2014,"Honda",1.66855114581017,"auto_manufactures"
2014,"Google",5.10076203261342,"internet_content"
2014,"Fresh del Monte",3.01442416046879,"farm_products"
2014,"Elevance Health",1.64798931195725,"health_plan"
2014,"Walt Disney",2.33965464505186,"entertainment"
2014,"CVS",2.04800684628975,"health_plan"
2014,"United Health Group",1.64411876665398,"health_plan"
2014,"Baidu",2.19939644077575,"internet_content"
2014,"Adecoagro",1.89426197435956,"farm_products"
2014,"Archer Daniels Midland",1.80559773464111,"farm_products"
2015,"Warner Bros",1.55957530475816,"entertainment"
2015,"Tesla",1.16303877756955,"auto_manufactures"
2015,"Toyota",1.61651496684783,"auto_manufactures"
2015,"Netflix",1.27873167063542,"entertainment"
2015,"Meta",9.52148776257468,"internet_content"
2015,"Honda",1.62797805154112,"auto_manufactures"
2015,"Google",5.43534832288979,"internet_content"
2015,"Fresh del Monte",3.07146237576905,"farm_products"
2015,"Elevance Health",1.59585251073072,"health_plan"
2015,"Walt Disney",2.23093075619197,"entertainment"
2015,"CVS",1.67355252199732,"health_plan"
2015,"United Health Group",1.46786642565936,"health_plan"
2015,"Baidu",2.32334454256891,"internet_content"
2015,"Adecoagro",1.63651295925022,"farm_products"
2015,"Archer Daniels Midland",1.80545814225339,"farm_products"
2016,"Warner Bros",1.52718768271292,"entertainment"
2016,"Tesla",1.35307462686567,"auto_manufactures"
2016,"Toyota",1.6206179447498,"auto_manufactures"
2016,"Netflix",1.24571376180435,"entertainment"
2016,"Meta",11.2642621813768,"internet_content"
2016,"Honda",1.66467295903928,"auto_manufactures"
2016,"Google",5.88514107023646,"internet_content"
2016,"Fresh del Monte",3.17003226191899,"farm_products"
2016,"Elevance Health",1.62776680089038,"health_plan"
2016,"Walt Disney",2.05844330127488,"entertainment"
2016,"CVS",1.6391684597765,"health_plan"
2016,"United Health Group",1.48642596918459,"health_plan"
2016,"Baidu",2.16009922377573,"internet_content"
2016,"Adecoagro",1.90794424109477,"farm_products"
2016,"Archer Daniels Midland",1.76062511067824,"farm_products"
2017,"Warner Bros",1.28650467716176,"entertainment"
2017,"Tesla",1.24462494027711,"auto_manufactures"
2017,"Toyota",1.65562965102581,"auto_manufactures"
2017,"Netflix",1.23213012766509,"entertainment"
2017,"Meta",8.30539451704825,"internet_content"
2017,"Honda",1.74080466796922,"auto_manufactures"
2017,"Google",4.40459446788561,"internet_content"
2017,"Fresh del Monte",2.83591267807728,"farm_products"
2017,"Elevance Health",1.60183482071894,"health_plan"
2017,"Walt Disney",1.88616717534705,"entertainment"
2017,"CVS",1.65629570304339,"health_plan"
2017,"United Health Group",1.59770669607978,"health_plan"
2017,"Baidu",2.07429381324368,"internet_content"
2017,"Adecoagro",1.70985479227083,"farm_products"
2017,"Archer Daniels Midland",1.8466337045423,"farm_products"
2018,"Warner Bros",1.47732946035492,"entertainment"
2018,"Tesla",1.26947539164212,"auto_manufactures"
2018,"Toyota",1.63047791754849,"auto_manufactures"
2018,"Netflix",1.25260416666667,"entertainment"
2018,"Meta",7.3698796092981,"internet_content"
2018,"Honda",1.72264828151274,"auto_manufactures"
2018,"Google",4.21999854977884,"internet_content"
2018,"Fresh del Monte",2.19044414535666,"farm_products"
2018,"Elevance Health",1.66328143155938,"health_plan"
2018,"Walt Disney",2.15439409168378,"entertainment"
2018,"CVS",1.424492252362,"health_plan"
2018,"United Health Group",1.58573452507448,"health_plan"
2018,"Baidu",2.44278982711347,"internet_content"
2018,"Adecoagro",1.94781864841745,"farm_products"
2018,"Archer Daniels Midland",1.86989971149883,"farm_products"
2019,"Warner Bros",1.54968073866507,"entertainment"
2019,"Tesla",1.30955379976335,"auto_manufactures"
2019,"Toyota",1.65390195447596,"auto_manufactures"
2019,"Netflix",1.28726225657346,"entertainment"
2019,"Meta",4.1264773219479,"internet_content"
2019,"Honda",1.68055213108485,"auto_manufactures"
2019,"Google",3.70511770314367,"internet_content"
2019,"Fresh del Monte",2.1598968407479,"farm_products"
2019,"Elevance Health",1.69388737014762,"health_plan"
2019,"Walt Disney",1.93799890104401,"entertainment"
2019,"CVS",1.40542333474434,"health_plan"
2019,"United Health Group",1.55637401881372,"health_plan"
2019,"Baidu",2.34485334744477,"internet_content"
2019,"Adecoagro",1.68967828418231,"farm_products"
2019,"Archer Daniels Midland",1.77607782980785,"farm_products"
2020,"Warner Bros",1.57053999262809,"entertainment"
2020,"Tesla",1.8350341332958,"auto_manufactures"
2020,"Toyota",1.63952315410822,"auto_manufactures"
2020,"Netflix",1.39216728690413,"entertainment"
2020,"Meta",5.13491910010959,"internet_content"
2020,"Honda",1.74694742851778,"auto_manufactures"
2020,"Google",3.29256634250865,"internet_content"
2020,"Fresh del Monte",2.23034859876965,"farm_products"
2020,"Elevance Health",1.62151789725925,"health_plan"
2020,"Walt Disney",1.77911657221545,"entertainment"
2020,"CVS",1.43288782341908,"health_plan"
2020,"United Health Group",1.55652071005917,"health_plan"
2020,"Baidu",2.3618925921982,"internet_content"
2020,"Adecoagro",1.63396971691903,"farm_products"
2020,"Archer Daniels Midland",1.67420951611274,"farm_products"
2021,"Warner Bros",1.63696448100423,"entertainment"
2021,"Tesla",2.033881105146,"auto_manufactures"
2021,"Toyota",1.66992778473532,"auto_manufactures"
2021,"Netflix",1.55159213502697,"entertainment"
2021,"Meta",4.03782718692225,"internet_content"
2021,"Honda",1.8160644430972,"auto_manufactures"
2021,"Google",3.33789822823855,"internet_content"
2021,"Fresh del Monte",2.22819672131148,"farm_products"
2021,"Elevance Health",1.58905628383226,"health_plan"
2021,"Walt Disney",1.84098265791425,"entertainment"
2021,"CVS",1.47825121496276,"health_plan"
2021,"United Health Group",1.56347668481584,"health_plan"
2021,"Baidu",2.43483553516741,"internet_content"
2021,"Adecoagro",1.68208469055375,"farm_products"
2021,"Archer Daniels Midland",1.66932318306173,"farm_products"
2022,"Warner Bros",1.57031195068789,"entertainment"
2022,"Tesla",2.25954994511526,"auto_manufactures"
2022,"Toyota",1.64975320148884,"auto_manufactures"
2022,"Netflix",1.74695330193766,"entertainment"
2022,"Meta",3.09472789682407,"internet_content"
2022,"Honda",1.87351812485267,"auto_manufactures"
2022,"Google",3.34736070381232,"internet_content"
2022,"Fresh del Monte",2.33086253369272,"farm_products"
2022,"Elevance Health",1.5469326307866,"health_plan"
2022,"Walt Disney",1.94393424469223,"entertainment"
2022,"CVS",1.45857027845578,"health_plan"
2022,"United Health Group",1.54184289461464,"health_plan"
2022,"Baidu",2.55257625613705,"internet_content"
2022,"Adecoagro",1.59845758354756,"farm_products"
2022,"Archer Daniels Midland",1.68581662295174,"farm_products"
2023,"Warner Bros",1.60918922461821,"entertainment"
2023,"Tesla",2.47896951800786,"auto_manufactures"
2023,"Toyota",1.64217521587898,"auto_manufactures"
2023,"Netflix",1.73152359295054,"entertainment"
2023,"Meta",3.00337453403963,"internet_content"
2023,"Honda",1.77562359116422,"auto_manufactures"
2023,"Google",3.38107601690572,"internet_content"
2023,"Fresh del Monte",2.5051140833989,"farm_products"
2023,"Elevance Health",1.56679084619478,"health_plan"
2023,"Walt Disney",2.02297730806321,"entertainment"
2023,"CVS",1.44274720957641,"health_plan"
2023,"United Health Group",1.56589493195119,"health_plan"
2023,"Baidu",2.82175635271347,"internet_content"
2023,"Adecoagro",1.66666666666667,"farm_products"
2023,"Archer Daniels Midland",1.79200288657089,"farm_products"
